,movie_id,budget,title,tagline,release_date,runtime,genres,production_companies,production_countries,popularity,revenue,vote_average,vote_count,cast,crew,keywords,original_language,overview,spoken_languages
651,2251,50000000,Unfaithful,Where do you go when you've gone too far?,5/10/2002,124.0,"['Thriller', 'Drama']","['Regency Enterprises', 'Fox 2000 Pictures', 'Epsilon Motion Pictures', 'Unfaithful Filmproduktion GmbH & Co. KG']",['United States of America'],14.382253,119137784,6.3,276,"['Richard Gere', 'Diane Lane', 'Olivier Martinez', 'Erik Per Sullivan', 'Zeljko Ivanek', 'Dominic Chianese', 'Kate Burton', 'Chad Lowe', 'Gary Basaraba', 'Myra Lucretia Taylor', 'Michelle Monaghan', 'Margaret Colin']","['Adrian Lyne', 'Adrian Lyne', 'G. Mac Brown']","['adultery', 'infidelity', 'eroticism', 'literature', 'lover', 'new york city', 'erotic thriller']",en,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.","['English', 'Français']"
652,88794,35000000,J. Edgar,The most powerful man in the world.,11/9/2011,137.0,"['Drama', 'Crime', 'History']","['Imagine Entertainment', 'Malpaso Productions', 'Wintergreen Productions']",['United States of America'],28.069419,84606030,6.0,741,"['Leonardo DiCaprio', 'Josh Hamilton', 'Geoff Pierson', 'Armie Hammer', 'Naomi Watts', 'Judi Dench', 'Gunner Wright', 'Kaitlyn Dever', 'Adam Driver', 'Ed Westwick', 'Jessica Hecht', 'Josh Lucas', 'Dermot Mulroney', ""Denis O'Hare"", 'Lea Thompson', 'Sadie Calvano', 'Amanda Schull', 'Roberta Bassin', 'Emily Alyn Lind']","['Clint Eastwood', 'Clint Eastwood', 'Brian Grazer', 'Robert Lorenz']","['biography', 'historical figure', 'fbi director']",en,"As the face of law enforcement in America for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career and his life.",['English']
653,11247,19000000,A Cinderella Story,Once upon a time... can happen any time.,7/10/2004,95.0,['Comedy'],"['Gaylord Films', 'Warner Bros.', 'Dylan Sellers Productions', 'Clifford Werber Productions']","['Canada', 'United States of America']",25.28132,70067909,6.1,713,"['Hilary Duff', 'Jennifer Coolidge', 'Chad Michael Murray', 'Dan Byrd', 'Regina King', 'Julie Gonzalo', 'Lin Shaye', 'Madeline Zima', 'Andrea Avery', 'Mary Pat Gleason', 'Paul Rodríguez', 'Whip Hubley', 'Kevin Kilner', 'Erica Hubbard', 'Simon Helberg', 'Brad Bufanda', 'J. D. Pardo', 'Aimee-Lynn Chadwick', 'Kady Cole', 'Hannah Robinson', 'Josh Prince', 'Art LaFleur', 'James Eckhouse', 'Jonathan Slavin', 'John Billingsley', 'Lilli Babb', 'Carlie Westerman', 'Mike Randleman', 'Christie Herring', 'Lindsay Hollister', 'Taylor Hoover', 'Brittany Weber', 'Darryl Sivad', 'Rita Bland', 'Keli Murphy', 'Alexis Raich', 'Sabin Rich', 'Sandra McCoy', 'Julianne Waters', 'Karen Elmore', 'Stella Choe', 'Jessie Rice-Holiday', 'Cricket Hamar', 'Shannon Novak', 'Oscar Orosco', 'Jason Beitel', 'Kato Bonner', 'Carol Borjas', 'Reshma Gajjar', 'Molly Gosline', 'Hunter Hamilton', 'Richard Jackson', 'Trey Knight', 'Jonathan Ritter', 'Jenny Seeger', 'Becca Sweitzer', 'Melanie A. Gage', 'Jolene Riella', 'Elle Bennett', 'Joe Jagatic', 'Lon Michael Lee', 'Tarah Paige', 'Justin Rhoads', 'Danielle Riffenburgh', 'Rory Charles Thost', 'John H. Tobin', 'Toni Wynne']","['Hunt Lowry', 'Dylan Sellers', 'Clifford Werber', 'Mark Rosman', 'Ilyssa Goodman']","['jealousy', 'cinderella', 'work', 'step mother', 'high school', 'school party', 'orphan', 'teenager', 'disguise', 'american football player', 'teenage romance', 'step sister', 'modern fairy tale']",en,"Sam Montgomery is a tomboyish, unpopular girl at school. She has been text messaging a somebody named Nomad for a few months and he asks her to meet him at the Halloween dance at 11:00 in the middle of the dance floor. The only problem is, she must get back to the diner, ran by her wicked Stepmom Fiona by 12 sharp because she is not supposed to be there. Before Nomad can found out who she is, she must leave with her best friend, Carter driving her back to the diner. After that night, everything in Sam's life goes wacko!","['Český', 'English', 'Deutsch']"
654,1262,30000000,Stranger Than Fiction,Harold Crick isn't ready to go. Period.,9/9/2006,113.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']","['Mandate Pictures', 'Three Strange Angels']",['United States of America'],32.26789,53653224,7.1,721,"['Will Ferrell', 'Maggie Gyllenhaal', 'Dustin Hoffman', 'Emma Thompson', 'Queen Latifah', 'Ricky Adams', 'Denise Hughes', 'Christian Stolte', 'William Dick', 'Tony Hale', 'Peggy Roeder', 'Peter Grosz', 'Tonray Ho', 'Danny Rhodes', 'Linara Washington', 'T.J. Jagodowski', 'David Pompeii', 'Larry Neumann Jr.', 'John Mohrlein', 'Tom Hulce', 'Bruce Jarchow', 'Linda Hunt', 'Kristin Chenoweth', 'Jarrett Sleeper', 'Keith Kupferer', 'Danny McCarthy', 'Tab Baker', 'Celeste Pechous', 'Michael Cook', 'Cheryl Lynn Bruce', 'Ora Jones', 'Will Clinger', 'Frank Caeti', 'Andrew Rothenberg', 'Bob Papenbrook', 'Nathan Adloff', 'Edy Cullen', 'Beth Hebert', 'Tim Krueger', 'Eli Goodman', 'Sia Moody']",['Marc Forster'],"['professor', 'literature', 'love', 'romantic comedy', 'author', 'fate', 'death', 'dying', 'novelist', 'publisher', 'what if']",en,"Everybody knows that your life is a story. But what if a story was your life? Harold Crick is your average IRS agent: monotonous, boring, and repetitive. But one day this all changes when Harold begins to hear an author inside his head narrating his life. But when the narration reveals he is going to die, Harold must find the author and convince them to change the ending.",['English']
655,854,23000000,The Mask,From zero to hero.,7/29/1994,101.0,"['Romance', 'Comedy', 'Crime', 'Fantasy']","['New Line Cinema', 'Dark Horse Entertainment']",['United States of America'],85.30318,351583407,6.6,2472,"['Jim Carrey', 'Cameron Diaz', 'Nancy Fish', 'Tim Bagley', 'Johnny Williams', 'Peter Riegert', 'Peter Greene', 'Amy Yasbeck', 'Richard Jeni', 'Orestes Matacena', 'Anne Fletcher', 'Reg E. Cathey', 'Jim Doughan', 'Denis Forest', 'Jeremy Roberts', 'Ben Stein']",['Chuck Russell'],"['dual identity', 'bank', 'mockery', 'green', 'balloon', 'jail cell', 'norse mythology']",en,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.","['svenska', 'English']"
656,41630,25000000,No Strings Attached,Friendship has its benefits.,1/21/2011,107.0,"['Comedy', 'Romance']","['Katalyst Films', 'The Montecito Picture Company', 'Handsomecharlie Films']",['United States of America'],38.688821999999995,147780440,6.1,1331,"['Natalie Portman', 'Ashton Kutcher', 'Kevin Kline', 'Cary Elwes', 'Greta Gerwig', 'Lake Bell', 'Olivia Thirlby', 'Ludacris', 'Jake Johnson', 'Mindy Kaling', 'Talia Balsam', 'Ophelia Lovibond', 'Guy Branum', 'Ben Lawson', 'Jennifer Irwin', 'Adhir Kalyan', 'Brian H. Dierker', 'Abby Elliott', 'Vedette Lim', 'Matthew Moy', 'Nealla Gordon', 'Mollee Gray', 'Derek Ferguson', 'Tyne Stecklein', 'Stefanie Scott', 'Dylan Hayes', 'Tom Tangen', 'Tim Matheson', 'Nasim Pedrad', 'Elizabeth Meriwether', 'Seth Morris']","['Ivan Reitman', 'Ivan Reitman', 'Joe Medjuck', 'Jeffrey Clifford']","['father son relationship', 'casual meeting', 'student of medicine', 'friends', 'valentine', 'male female relationship', 'open relationship', 'sexual humor', 'best friend', 'casual sex', 'best friends in love', 'duringcreditsstinger', 'fling', 'father son conflict', 'friends with benefit']",en,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",['English']
657,67913,6000000,The Guard,The FBI are about to discover that things work a little differently around here.,7/7/2011,96.0,"['Action', 'Comedy', 'Thriller', 'Crime']","['UK Film Council', 'Crescendo Productions', 'Element Pictures', 'Irish Film Board', 'Prescience', 'Reprisal Films', 'Aegis Film Fund']",['Ireland'],19.411141,19560274,6.8,372,"['Brendan Gleeson', 'Don Cheadle', 'Liam Cunningham', 'Mark Strong', 'Katarina Cas', 'David Wilmot', 'Rory Keenan', 'Laurence Kinlan', 'Dominique McElligott', 'Sarah Greene', 'Fionnula Flanagan', 'Gary Lydon', ""Mark O'Halloran"", 'David Pearse']","['Andrew Lowe', 'John Michael McDonagh', 'Flora Fernandez-Marengo', 'Chris Clark']","['prostitute', 'blackmail', 'drug smuggle', 'rural ireland', 'dry humour']",en,"Two policemen must join forces to take on an international drug- smuggling gang - one, an unorthodox Irish policeman and the other, a straitlaced FBI agent. Sergeant Gerry Boyle is an eccentric small-town cop with a confrontational and crass personality and a subversive sense of humor. A longtime policeman in County Galway, Boyle is a maverick with his own moral code. He has seen enough of the world to know there isn't much to it and has had plenty of time to think about it. When a fellow police officer disappears and Boyle's small town becomes key to a large drug trafficking investigation, he is forced to at least feign interest when dealing with the humorless FBI agent Wendell Everett assigned to the case.","['Gaeilge', 'English']"
658,38321,60000000,Priest,Vampire Killer,5/5/2011,87.0,"['Action', 'Science Fiction', 'Fantasy', 'Thriller', 'Horror']","['Screen Gems', 'Stars Road Entertainment', 'Buckaroo Entertainment', 'Michael De Luca Productions', 'TOKYOPOP']",['United States of America'],28.350927000000002,78309131,5.4,692,"['Paul Bettany', 'Karl Urban', 'Cam Gigandet', 'Maggie Q', 'Lily Collins', 'Stephen Moyer', 'Mädchen Amick', 'Brad Dourif', 'Christopher Plummer', 'Alan Dale', 'Marilyn Brett']","['Michael De Luca', 'Mitchell Peck', 'Joshua Donen', 'Scott Stewart']","['vampire', 'crucifixion', 'post-apocalyptic', 'dystopia', 'vampire hunter', 'disobey', 'niece', 'dark hero']",en,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.","['Português', 'English', 'ภาษาไทย']"
659,70435,23000000,Haywire,They left her no choice.,11/6/2011,93.0,"['Action', 'Thriller']","['Irish Film Board', 'Relativity Media']","['Ireland', 'United States of America']",26.257951000000002,33372606,5.6,505,"['Gina Carano', 'Ewan McGregor', 'Michael Fassbender', 'Bill Paxton', 'Channing Tatum', 'Antonio Banderas', 'Michael Douglas', 'Michael Angarano', 'Mathieu Kassovitz', 'Eddie J. Fernandez', 'Anthony Brandon Wong', 'Tim Connolly', 'Max Arciniega', 'Aaron Cohen']","['Steven Soderbergh', 'Ken Halsband', 'Gregory Jacobs']","['mercenary', 'secret agent', 'rescue', 'foot chase', 'spanish']",en,"Mallory Kane is a highly trained operative who works for a government security contractor in the dirtiest, most dangerous corners of the world. After successfully freeing a Chinese journalist held hostage, she is double crossed and left for dead by someone close to her in her own agency. Suddenly the target of skilled assassins who know her every move, Mallory must find the truth in order to stay alive.","['English', 'Español']"
660,42684,10000000,Skyline,Don't look up,11/11/2010,100.0,['Science Fiction'],"['Rogue Pictures', 'Relativity Media', 'Hydraulx', 'Rat Entertainment', 'Transmission Pictures']",['United States of America'],26.268209000000002,66821036,4.7,507,"['Eric Balfour', 'Scottie Thompson', 'David Zayas', 'Donald Faison', 'Brittany Daniel', 'Crystal Reed', 'Neil Hopkins', 'J. Paul Boehmer', 'Tanya Newbould', 'Pam Levin', 'Phet Mahathongdy', 'Tony Black', 'Byron McIntyre']","['Colin Strause', 'Colin Strause', 'Greg Strause', 'Greg Strause', ""Liam O'Donnell"", 'Liz Dean', 'Kristian James Andresen', 'Paul Barry']","['missile', 'light', 'transformation', 'low-budget', 'alien', 'fireplace', 'los angeles', 'cell phone', 'rooftop', 'duringcreditsstinger']",en,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",['English']
661,80,2700000,Before Sunset,What if you had a second chance with the one that got away?,2/10/2004,80.0,"['Drama', 'Romance']","['Castle Rock Entertainment', 'Detour Film Production', 'Warner Independent Pictures (WIP)']",['United States of America'],14.799323000000001,15992615,7.6,718,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès', 'Mariane Plasteig', 'Diabolo', 'Denis Evrard', 'Albert Delpy', 'Marie Pillet', 'Rodolphe Pauly']","['Richard Linklater', 'Richard Linklater', 'Anne Walker-McBay']","['paris', 'journalist', 'dialogue', 'talking', 'soulmates', 'walking', 'bookshop', ""love of one's life"", 'author']",en,Nine years ago two strangers met by chance and spent a night in Vienna that ended before sunrise. They are about to meet for the first time since. Now they have one afternoon to find out if they belong together.,"['English', 'Français']"
662,71880,79000000,Jack and Jill,His twin sister is coming for the holidays... ...and it ain't pretty.,11/11/2011,91.0,['Comedy'],"['Columbia Pictures', 'Happy Madison Productions', 'Broken Road Productions']",['United States of America'],22.132417999999998,149673788,4.1,604,"['Adam Sandler', 'Katie Holmes', 'Al Pacino', 'Eugenio Derbez', 'Tim Meadows', 'Nick Swardson', 'Allen Covert', 'Elodie Tougne', 'Dana Carvey', 'David Spade', 'Norm Macdonald', 'Santiago Segura', 'Rohan Chand', 'Rachel Reynolds', 'Ruben Rabasa', 'Sadie Sandler', 'Katie Cockrell', 'Kellie Cockrell', 'Owen Benjamin', 'Johnny Depp', 'John McEnroe']",['Dennis Dugan'],['duringcreditsstinger'],en,"Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",['English']
663,9954,20000000,The Covenant,Only the power of Hell can help them.,9/8/2006,97.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']","['Screen Gems, Inc.']",['United States of America'],15.804814000000002,37597471,5.2,288,"['Steven Strait', 'Laura Ramsey', 'Jessica Lucas', 'Taylor Kitsch', 'Chace Crawford', 'Sebastian Stan', 'Toby Hemingway', 'Kyle Schmid', 'Wendy Crewson', 'Stephen McHattie', 'Kenneth Welsh', 'Basia Jasinski', 'Christian Baril', 'Larry Day', 'Steven Crowder', 'Robert Crooks', 'Rob Burns', 'Jonathan Deveau', 'Vito DeFilippo', 'Frank Fontaine']","['Tom Rosenberg', 'Gary Lucchesi', 'Renny Harlin', 'Marc Silvestri']","['magic', 'male friendship', 'college', 'supernatural powers', 'teenager']",en,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,['English']
664,9476,65000000,A Knight's Tale,He Will Rock You,5/11/2001,132.0,"['Adventure', 'Drama', 'Romance', 'Action']","['Columbia Pictures Corporation', 'Escape Artists', 'Black and Blu Entertainment', 'Finestkind']",['United States of America'],36.670398999999996,117487473,6.6,907,"['Heath Ledger', 'Rufus Sewell', 'Shannyn Sossamon', 'Paul Bettany', 'Laura Fraser', 'Mark Addy', 'Alan Tudyk', 'James Purefoy', 'Bérénice Bejo', 'Scott Handy', 'Christopher Cazenove', ""Steven O'Donnell"", 'Jonathan Slinger', 'Nick Brimble', 'Roger Ashton-Griffiths', 'David Schneider']","['Brian Helgeland', 'Brian Helgeland', 'Tim Van Rellim', 'Todd Black']","['poetry', 'knight', 'tournament', 'duel', 'torture', 'writer', 'impostor', 'church', 'game', 'jousting', 'aftercreditsstinger']",en,"William Thatcher, a peasant, is sent to apprentice with a Knight named Hector as a young boy. Urged by his father to ""change his Stars"", he assumes Sir Hector's place in a tournament when Hector dies in the middle of it. He wins. With the other apprentices, he trains and assumes the title of Sir Ulrich von Lichtenstein.",['English']
665,57120,0,Meek's Cutoff,The Road to Civilisation is Not Always Civilised,9/5/2010,104.0,"['Drama', 'Western']","['Film Science', 'Evenstar Films', 'Oscilloscope Laboratories']",['United States of America'],4.749885,876302,6.5,77,"['Michelle Williams', 'Bruce Greenwood', 'Will Patton', 'Zoe Kazan', 'Paul Dano', 'Shirley Henderson', 'Neal Huff', 'Tommy Nelson', 'Rod Rondeaux']","['Neil Kopp', 'Anish Savjani', 'Kelly Reichardt', 'Elizabeth Cuthrell', 'David Urrutia']","['gold', 'oregon', 'thirst', 'tree', 'settler', 'family relationships', 'native american', 'salt lake city', 'pioneer', 'woman director']",en,"Set in 1845, this drama follows a group of settlers as they embark on a punishing journey along the Oregon Trail. When their guide leads them astray, the expedition is forced to contend with the unforgiving conditions of the high plain desert.",['English']
666,621,6000000,Grease,Grease is the word,7/7/1978,110.0,['Romance'],"['Paramount Pictures', 'Robert Stigwood Organization (RSO)']",['United States of America'],67.608041,181813770,7.2,1581,"['John Travolta', 'Olivia Newton-John', 'Stockard Channing', 'Jeff Conaway', 'Didi Conn', 'Barry Pearl', 'Michael Tucci', 'Kelly Ward', 'Jamie Donnelly', 'Dinah Manoff', 'Eve Arden', 'Edd Byrnes', 'Sid Caesar', 'Dody Goodman', 'Susan Buckner', 'Ellen Travolta', 'Annette Charles', 'Dennis Stewart', 'Joan Blondell', 'Eddie Deezen', 'Fannie Flagg', 'Lorenzo Lamas', 'Frankie Avalon']","['Randal Kleiser', 'Allan Carr', 'Robert Stigwood', 'Neil A. Machlis']","['flying car', 'street gang', 'running', 'graduation', 'musical', 'rivalry', 'gossip', 'makeover', 'based on stage musical', 'automobile racing', 'nostalgic', 'greaser', 'wolf whistle', 'school dance', 'animated credits', 'pep rally', 'wrong side of the tracks', 'mooning', 'school principal']",en,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",['English']
667,1911,160000000,The 13th Warrior,Prey for the living.,8/27/1999,102.0,"['Adventure', 'Fantasy', 'Action']",['Touchstone Pictures'],['United States of America'],27.220157,61698899,6.4,510,"['Antonio Banderas', 'Vladimir Kulich', 'Dennis Storhøi', 'Daniel Southern', 'Clive Russell', 'Mischa Hausserman', 'Richard Bremmer', 'Diane Venora', 'Neil Maffin', 'John DeSantis', 'Oliver Sveinall', ""Asbjørn 'Bear' Riis"", 'Tony Curran', 'Albie Woodington', 'Omar Sharif', 'Erick Avari', 'John Bear Curtis', 'Andrew Kavadas', 'Richard Ooms']","['John McTiernan', 'John McTiernan', 'Michael Crichton', 'Ned Dowd']","['witch', 'cave', 'arabian', 'scandinavia', 'bagdad', 'viking', 'iraq', 'war', 'mission']",en,"In AD 922, Arab courtier, Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.","['English', 'Norsk']"
668,104755,1500000,The Lords of Salem,We've been waiting... we've always been waiting,9/10/2012,101.0,"['Horror', 'Thriller']","['Alliance Films', 'Blumhouse Productions', 'IM Global', 'Automatik Entertainment', 'Haunted Movies']","['Canada', 'United States of America', 'United Kingdom']",14.504326,1165882,5.1,242,"['Sheri Moon Zombie', 'Bruce Davison', 'Jeff Daniel Phillips', 'Judy Geeson', 'Meg Foster', 'Patricia Quinn', 'Ken Foree', 'Dee Wallace', 'María Conchita Alonso', 'Richard Fancy', 'Andrew Prine', 'Michael Berryman', 'Sid Haig', 'Suzanne Voss', 'Torsten Voges', 'Lisa Marie', 'Barbara Crampton', 'Michael Shamus Wiles', 'Ernest Lee Thomas', 'Maria Olsen', 'Camille Keaton', 'Clint Howard', 'Udo Kier', 'Richard Lynch', 'Bonita Friedericy', 'Nancy Linehan Charles', 'Flo Lawrence', 'Brynn Horrocks', 'Susan Gray', 'Niko Posey', 'Julian Acosta', 'Brandon Cruz', 'Gabriel Pimentel', 'John 5', 'Dustin Quick', 'James Messersmith', 'Christine Ames', 'Diana Hart', 'Silvia Moore', 'Daniel Roebuck', 'Judy Thompson', 'Carlos del Valle', 'Jobeth Wagner']","['Rob Zombie', 'Rob Zombie', 'Andy Gould', 'Jason Blum', 'Oren Peli', 'Steven Schneider']","['witch', 'coven', 'salem massachusetts', 'satanic']",en,"The City of Salem, Massachusetts is visited by a coven of ancient witches.",['English']
669,11153,15000000,National Lampoon's Vacation,Every summer Chevy Chase takes his family on a little trip. This year he went too far.,7/28/1983,98.0,"['Comedy', 'Adventure', 'Romance']",['Warner Bros.'],['United States of America'],22.838834,61399552,7.1,410,"['Chevy Chase', ""Beverly D'Angelo"", 'Imogene Coca', 'Randy Quaid', 'Anthony Michael Hall', 'Miriam Flynn', 'John Candy', 'Dana Barron', 'Eddie Bracken', 'Brian Doyle-Murray', 'James Keach', 'Eugene Levy', 'Frank McRae', 'Christie Brinkley', 'Jane Krakowski', 'John P. Navin, Jr.', 'Mickey Jones', 'Nathan Cook', 'Christopher Jackson', 'John Diehl', 'Randy Lowell', 'Michael Talbott', 'Henry Gibson', 'Harold Ramis']","['Harold Ramis', 'Matty Simmons']","['usa', 'relatives', 'family vacation', 'family holiday', 'duringcreditsstinger']",en,"Clark Griswold is on a quest to take his family on a quest to Walley World theme park for a vacation, but things don't go exactly as planned.",['English']
670,10218,200000,Swingers,Cocktails first. Questions later.,10/18/1996,94.0,"['Comedy', 'Romance']","['Miramax Films', 'Independent Pictures (II)', 'The Alfred Shay Company Inc.']",['United States of America'],13.971673999999998,4505922,6.8,253,"['Jon Favreau', 'Vince Vaughn', 'Ron Livingston', 'Patrick Van Horn', 'Alex Désert', 'Heather Graham', 'Deena Martin', 'Katherine Kendall', 'Brooke Langton', 'Blake Lindsley', 'Kevin James Kelly', 'Stephanie Ittleson', 'Vernon Vaughn', 'Joan Favreau', 'Rio Hackford', 'Jan Dykstra', 'Maddie Corman', 'Marty & Elayne', 'Big Bad Voodoo Daddy', 'Sheri Rosenblum', 'Stasea Rosenblum', 'Pamela Shaw', 'Tom Alley', 'Reverend Phil Dixon', 'Ashley M. Rogers', 'Jay Diola', 'Nicholas Gagliarducci', 'David Gould', 'Bill Phillips', 'Mansur Hamud', 'Ahmed Ahmed', 'Eufemia Plimpton', 'Melinda Starr', 'Samantha Lemole', 'Jessica Buchman', ""Caroline O'Meara"", 'Gary Auerbach', 'Brad Halvorson', 'Christopher R. Joyce', 'Edward Rissien', 'Jenna Rissien', 'Mark Smith', 'John Abrham', 'Rachel Gallaghan', 'Lisa Guerriero', 'Thomas Hall', 'Damiana Kamishin', 'Curtis Lindersmith', 'Jennifer Lucero', 'Pinki Marsolek', 'Rhonda Martin', 'Martina Migenes', 'Paul Mojica', 'Sam Mollo', 'Jacob Morris', 'Michael Scott', 'Bernard Serrano', 'Rosalind Smith', 'Molly Stern', 'Johnny Walker', 'Lisa Wolstein']","['Doug Liman', 'Victor Simpkins']","['independent film', 'stuffed animal', 'hollywood', 'drink', 'swinger', 'producer', 'following someone', 'name calling', 'aspiring actor', 'actor']",en,"This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship.",['English']
671,12279,38000000,Spy Kids 3-D: Game Over,3rd Mission. 3rd Dimension.,7/25/2003,84.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",['Dimension Films'],['United States of America'],21.998734,197011982,4.7,511,"['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega', 'Daryl Sabara', 'Sylvester Stallone', 'Salma Hayek', 'Ricardo Montalban', 'Holland Taylor', 'Mike Judge', ""Matt O'Leary"", 'Emily Osment', 'Ryan Pinkston', 'Robert Vito', 'Bobby Edner', 'Courtney Jines', 'Cheech Marin', 'Danny Trejo', 'Alan Cumming', 'Tony Shalhoub', 'Steve Buscemi', 'Bill Paxton', 'George Clooney', 'Elijah Wood', 'Selena Gomez', 'Evan Sabara', 'Camille Chen', 'Steve Wertheimer', 'Alejandro Rose-Garcia', 'Lane Turney', 'Glen Powell', 'Bob Fonseca', 'Peter Marquardt', 'James Paxton']","['Robert Rodriguez', 'Robert Rodriguez', 'Elizabeth Avellan']","['video game', 'intelligence', 'liberation', 'child hero', 'mission']",en,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",['English']
672,4234,40000000,Scream 3,Someone has taken their love of trilogies one step too far.,2/3/2000,116.0,"['Horror', 'Mystery']","['Konrad Pictures', 'Craven-Maddalena Films', 'Dimension Films']",['United States of America'],24.992057,161834276,5.7,736,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Patrick Dempsey', 'Scott Foley', 'Lance Henriksen', 'Matt Keeslar', 'Jenny McCarthy', 'Emily Mortimer', 'Parker Posey', 'Deon Richmond', 'Kelly Rutherford', 'Liev Schreiber', 'Patrick Warburton', 'Jamie Kennedy', 'Roger L. Jackson', 'Richmond Arquette', 'Josh Pais', 'Roger Corman', 'Kevin Smith', 'Jason Mewes', 'Heather Matarazzo', 'Carrie Fisher']","['Cathy Konrad', 'Wes Craven', 'Kevin Williamson', 'Marianne Maddalena']","['mask', 'metal detector', 'film director', 'ex-cop', 'reporter', 'slasher', 'scream', 'series of murders']",en,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.",['English']
673,1427,50000000,Perfume: The Story of a Murderer,Based on the best-selling novel,9/13/2006,147.0,"['Crime', 'Fantasy', 'Drama']","['Davis-Films', 'Nouvelles Éditions de Films (NEF)', 'Rising Star', 'VIP Medienfonds 4', 'Ikiru Films', 'Constantin Film Produktion', 'Castelao Producciones']","['Spain', 'Germany', 'France']",42.551902,132180323,7.1,1165,"['Ben Whishaw', 'Simon Chandler', 'David Calder', 'Richard Felix', 'Birgit Minichmayr', 'Sian Thomas', 'Michael Smiley', 'Alvaro Roque', 'Franck Lefeuvre', 'Sam Douglas', 'Karoline Herfurth', 'Timothy Davies', 'Dustin Hoffman', 'Rachel Hurd-Wood', 'Alan Rickman', 'Sara Forestier', 'Corinna Harfouch', 'Paul Berrondo', 'Joanna Griffiths', 'Jessica Schwarz', 'Harris Gordon', 'Enric Arquimbau', 'Andrés Herrera', 'John Hurt']","['Bernd Eichinger', 'Tom Tykwer', 'Gigi Oeri']","['paris', 'female nudity', 'prostitute', 'small town', 'obsession', 'orgy', 'bad smell', 'nudity', 'lone wolf', 'lavender', 'nose', 'child prodigy', 'fish market', 'daughter', 'supernatural', 'genius', ""children's home"", 'death', 'perfume']",en,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",['English']
